Data_Year,Quarter,County,FUEL_TYPE,MAKE,MODEL,Number of Vehicles
1998,,Los Angeles,Electric,Ford,Ranger,1
1998,,Orange,Electric,Ford,Ranger,1
1998,,San Bernardino,Electric,Ford,Ranger,2
1998,,San Mateo,Electric,Ford,Ranger,1
1999,,Santa Barbara,Electric,Ford,Ranger,1
2000,,Out Of State,Electric,Ford,Ranger,2
2001,,Los Angeles,Electric,Ford,Ranger,1
2002,,Tulare,Electric,Ford,Ranger,1
2002,,Ventura,Electric,Ford,Ranger,2
2003,,Placer,Electric,Ford,Ranger,2
2003,,Santa Barbara,Electric,Ford,Ranger,1
2003,,Ventura,Electric,Ford,Ranger,3
2004,,Santa Barbara,Electric,Ford,Ranger,1
2005,,Los Angeles,Electric,Ford,Ranger,1
2005,,Napa,Electric,Ford,Ranger,1
2005,,Sacramento,Electric,Ford,Ranger,1
2005,,San Bernardino,Electric,Ford,Ranger,1
2005,,Ventura,Electric,Ford,Ranger,4
2006,,Ventura,Electric,Ford,Ranger,1
2009,,Alameda,Electric,Tesla,Roadster,5
2009,,Contra Costa,Electric,Tesla,Roadster,1
2009,,Humboldt,Electric,Ford,Ranger,1
2009,,Kern,Electric,Tesla,Roadster,1
2009,,Los Angeles,Electric,MINI,Cooper,6
2009,,Los Angeles,Electric,Tesla,Roadster,23
2009,,Los Angeles,Hydrogen,Honda,FCX,1
2009,,Marin,Electric,Tesla,Roadster,1
2009,,Orange,Electric,Tesla,Roadster,3
2009,,Sacramento,Electric,Tesla,Roadster,2
2009,,San Diego,Electric,Tesla,Roadster,1
2009,,San Francisco,Electric,Tesla,Roadster,5
2009,,San Luis Obispo,Electric,Tesla,Roadster,1
2009,,San Mateo,Electric,Ford,Ranger,2
2009,,San Mateo,Electric,Tesla,Roadster,8
2009,,Santa Barbara,Electric,Tesla,Roadster,1
2009,,Santa Clara,Electric,Tesla,Roadster,12
2009,,Sonoma,Electric,Tesla,Roadster,1
2009,,Stanislaus,Electric,Tesla,Roadster,1
2009,,Ventura,Electric,MINI,Cooper,4
2009,,Ventura,Electric,Tesla,Roadster,3
2009,,Yolo,Electric,Ford,Ranger,1
2010,,Alameda,Electric,Ford,Ranger,1
2010,,Alameda,Electric,Tesla,Roadster,12
2010,,Amador,Electric,Ford,Ranger,1
2010,,Contra Costa,Electric,Tesla,Roadster,9
2010,,Fresno,Electric,Tesla,Roadster,2
2010,,Humboldt,Electric,Tesla,Roadster,1
2010,,Lake,Electric,Ford,Ranger,1
2010,,Los Angeles,Electric,Ford,Ranger,2
2010,,Los Angeles,Electric,MINI,Cooper,61
2010,,Los Angeles,Electric,Tesla,Roadster,101
2010,,Los Angeles,PHEV,Chevrolet,Volt,1
2010,,Los Angeles,PHEV,Toyota,Prius PHEV,163
2010,,Los Angeles,Hydrogen,Honda,FCX,11
2010,,Marin,Electric,Tesla,Roadster,14
2010,,Monterey,Electric,Tesla,Roadster,2
2010,,Napa,Electric,Tesla,Roadster,3
2010,,Orange,Electric,MINI,Cooper,8
2010,,Orange,Electric,Nissan,Leaf,1
2010,,Orange,Electric,Tesla,Roadster,26
2010,,Orange,Hydrogen,Honda,FCX,2
2010,,Out Of State,Electric,MINI,Cooper,6
2010,,Out Of State,Electric,Tesla,Roadster,3
2010,,Placer,Electric,Tesla,Roadster,3
2010,,Riverside,Electric,MINI,Cooper,1
2010,,Riverside,Electric,Tesla,Roadster,3
2010,,Riverside,PHEV,Chevrolet,Volt,1
2010,,Sacramento,Electric,Ford,Ranger,1
2010,,Sacramento,Electric,Tesla,Roadster,2
2010,,San Benito,Electric,Tesla,Roadster,1
2010,,San Bernardino,Electric,Tesla,Roadster,1
2010,,San Diego,Electric,MINI,Cooper,2
2010,,San Diego,Electric,Tesla,Roadster,26
2010,,San Francisco,Electric,Tesla,Roadster,20
2010,,San Joaquin,Electric,Tesla,Roadster,1
2010,,San Mateo,Electric,Ford,Ranger,1
2010,,San Mateo,Electric,Tesla,Roadster,38
2010,,San Mateo,PHEV,Chevrolet,Volt,1
2010,,Santa Barbara,Electric,MINI,Cooper,2
2010,,Santa Barbara,Electric,Tesla,Roadster,5
2010,,Santa Clara,Electric,Ford,Ranger,6
2010,,Santa Clara,Electric,Tesla,Roadster,77
2010,,Santa Cruz,Electric,Ford,Ranger,1
2010,,Santa Cruz,Electric,Tesla,Roadster,5
2010,,Sonoma,Electric,Ford,Ranger,3
2010,,Sonoma,Electric,Tesla,Roadster,4
2010,,Ventura,Electric,MINI,Cooper,17
2010,,Ventura,Electric,Tesla,Roadster,8
2011,,Alameda,Electric,Nissan,Leaf,369
2011,,Alameda,Electric,Tesla,Roadster,4
2011,,Alameda,PHEV,Chevrolet,Volt,79
2011,,Amador,Electric,Nissan,Leaf,4
2011,,Amador,PHEV,Chevrolet,Volt,2
2011,,Butte,Electric,Nissan,Leaf,8
2011,,Butte,PHEV,Chevrolet,Volt,2
2011,,Calaveras,Electric,Nissan,Leaf,1
2011,,Calaveras,Electric,Tesla,Roadster,1
2011,,Calaveras,PHEV,Chevrolet,Volt,2
2011,,Contra Costa,Electric,Nissan,Leaf,169
2011,,Contra Costa,Electric,Smart,Fortwo Electric Drive,2
2011,,Contra Costa,Electric,Tesla,Roadster,2
2011,,Contra Costa,PHEV,Chevrolet,Volt,38
2011,,Del Norte,PHEV,Chevrolet,Volt,1
2011,,El Dorado,Electric,Nissan,Leaf,19
2011,,El Dorado,PHEV,Chevrolet,Volt,10
2011,,Fresno,Electric,Mitsubishi,i-MiEV,2
2011,,Fresno,Electric,Nissan,Leaf,15
2011,,Fresno,PHEV,Chevrolet,Volt,20
2011,,Humboldt,Electric,Nissan,Leaf,9
2011,,Humboldt,PHEV,Chevrolet,Volt,1
2011,,Imperial,PHEV,Chevrolet,Volt,1
2011,,Kern,Electric,Nissan,Leaf,15
2011,,Kern,PHEV,Chevrolet,Volt,14
2011,,Kings,Electric,Nissan,Leaf,1
2011,,Kings,PHEV,Chevrolet,Volt,2
2011,,Lake,Electric,Nissan,Leaf,3
2011,,Lassen,PHEV,Chevrolet,Volt,1
2011,,Los Angeles,Electric,Ford,Transit Connect Electric,4
2011,,Los Angeles,Electric,Nissan,Leaf,1034
2011,,Los Angeles,Electric,Smart,Fortwo Electric Drive,9
2011,,Los Angeles,Electric,Tesla,Roadster,20
2011,,Los Angeles,PHEV,Chevrolet,Volt,393
2011,,Los Angeles,Hydrogen,Honda,FCX Clarity,5
2011,,Madera,Electric,Nissan,Leaf,8
2011,,Madera,PHEV,Chevrolet,Volt,2
2011,,Marin,Electric,Nissan,Leaf,97
2011,,Marin,Electric,Tesla,Roadster,4
2011,,Marin,PHEV,Chevrolet,Volt,28
2011,,Mariposa,Electric,Nissan,Leaf,2
2011,,Mendocino,PHEV,Chevrolet,Volt,4
2011,,Merced,Electric,Nissan,Leaf,2
2011,,Merced,PHEV,Chevrolet,Volt,1
2011,,Monterey,Electric,Nissan,Leaf,14
2011,,Monterey,Electric,Tesla,Roadster,1
2011,,Monterey,PHEV,Chevrolet,Volt,19
2011,,Napa,Electric,Nissan,Leaf,17
2011,,Napa,Electric,Tesla,Roadster,3
2011,,Napa,PHEV,Chevrolet,Volt,11
2011,,Nevada,Electric,Nissan,Leaf,3
2011,,Nevada,PHEV,Chevrolet,Volt,1
2011,,Orange,Electric,Nissan,Leaf,346
2011,,Orange,Electric,Smart,Fortwo Electric Drive,7
2011,,Orange,Electric,Tesla,Roadster,18
2011,,Orange,PHEV,Chevrolet,Volt,164
2011,,Orange,Hydrogen,Honda,FCX Clarity,2
2011,,Out Of State,Electric,Nissan,Leaf,86
2011,,Out Of State,Electric,Tesla,Roadster,1
2011,,Out Of State,PHEV,Chevrolet,Volt,40
2011,,Placer,Electric,Nissan,Leaf,30
2011,,Placer,Electric,Tesla,Roadster,2
2011,,Placer,PHEV,Chevrolet,Volt,14
2011,,Riverside,Electric,Ford,Transit Connect Electric,1
2011,,Riverside,Electric,Nissan,Leaf,66
2011,,Riverside,Electric,Tesla,Roadster,2
2011,,Riverside,PHEV,Chevrolet,Volt,62
2011,,Sacramento,Electric,Nissan,Leaf,67
2011,,Sacramento,PHEV,Chevrolet,Volt,47
2011,,San Benito,Electric,Nissan,Leaf,5
2011,,San Bernardino,Electric,Nissan,Leaf,38
2011,,San Bernardino,PHEV,Chevrolet,Volt,50
2011,,San Diego,Electric,Nissan,Leaf,776
2011,,San Diego,Electric,Smart,Fortwo Electric Drive,103
2011,,San Diego,Electric,Tesla,Roadster,10
2011,,San Diego,PHEV,Chevrolet,Volt,168
2011,,San Francisco,Electric,Ford,Transit Connect Electric,1
2011,,San Francisco,Electric,Nissan,Leaf,120
2011,,San Francisco,Electric,Smart,Fortwo Electric Drive,1
2011,,San Francisco,Electric,Tesla,Roadster,10
2011,,San Francisco,PHEV,Chevrolet,Volt,51
2011,,San Joaquin,Electric,Nissan,Leaf,17
2011,,San Joaquin,Electric,Tesla,Roadster,1
2011,,San Joaquin,PHEV,Chevrolet,Volt,9
2011,,San Luis Obispo,Electric,Nissan,Leaf,30
2011,,San Luis Obispo,Electric,Tesla,Roadster,3
2011,,San Luis Obispo,PHEV,Chevrolet,Volt,8
2011,,San Mateo,Electric,Nissan,Leaf,269
2011,,San Mateo,Electric,Smart,Fortwo Electric Drive,13
2011,,San Mateo,Electric,Tesla,Roadster,12
2011,,San Mateo,PHEV,Chevrolet,Volt,60
2011,,Santa Barbara,Electric,Nissan,Leaf,50
2011,,Santa Barbara,Electric,Tesla,Roadster,5
2011,,Santa Barbara,PHEV,Chevrolet,Volt,44
2011,,Santa Clara,Electric,Nissan,Leaf,815
2011,,Santa Clara,Electric,Smart,Fortwo Electric Drive,2
2011,,Santa Clara,Electric,Tesla,Roadster,21
2011,,Santa Clara,PHEV,Chevrolet,Volt,162
2011,,Santa Cruz,Electric,Nissan,Leaf,55
2011,,Santa Cruz,PHEV,Chevrolet,Volt,8
2011,,Shasta,Electric,Nissan,Leaf,8
2011,,Shasta,PHEV,Chevrolet,Volt,2
2011,,Solano,Electric,Nissan,Leaf,20
2011,,Solano,PHEV,Chevrolet,Volt,15
2011,,Sonoma,Electric,Nissan,Leaf,71
2011,,Sonoma,PHEV,Chevrolet,Volt,29
2011,,Stanislaus,Electric,Nissan,Leaf,8
2011,,Stanislaus,PHEV,Chevrolet,Volt,9
2011,,Tehama,Electric,Nissan,Leaf,1
2011,,Tehama,PHEV,Chevrolet,Volt,1
2011,,Trinity,Electric,Nissan,Leaf,1
2011,,Tulare,Electric,Nissan,Leaf,9
2011,,Tulare,PHEV,Chevrolet,Volt,5
2011,,Tuolumne,Electric,Nissan,Leaf,1
2011,,Tuolumne,PHEV,Chevrolet,Volt,1
2011,,Ventura,Electric,BMW,ActiveE,2
2011,,Ventura,Electric,Nissan,Leaf,102
2011,,Ventura,PHEV,Chevrolet,Volt,64
2011,,Yolo,Electric,Nissan,Leaf,29
2011,,Yolo,PHEV,Chevrolet,Volt,11
2011,,Yuba,Electric,Nissan,Leaf,2
2011,,Yuba,PHEV,Chevrolet,Volt,1
2012,,Alameda,Electric,BMW,ActiveE,19
2012,,Alameda,Electric,Ford,Focus,30
2012,,Alameda,Electric,Ford,Transit Connect Electric,1
2012,,Alameda,Electric,Honda,Fit EV,6
2012,,Alameda,Electric,Mitsubishi,i-MiEV,15
2012,,Alameda,Electric,Nissan,Leaf,279
2012,,Alameda,Electric,Tesla,Model S,17
2012,,Alameda,Electric,Toyota,RAV4 EV,7
2012,,Alameda,PHEV,Chevrolet,Volt,333
2012,,Alameda,PHEV,Fisker,Karma,4
2012,,Alameda,PHEV,Ford,C-MAX Energi,3
2012,,Alameda,PHEV,Toyota,Prius PHEV,451
2012,,Amador,Electric,Nissan,Leaf,1
2012,,Amador,PHEV,Chevrolet,Volt,1
2012,,Amador,PHEV,Toyota,Prius PHEV,1
2012,,Butte,Electric,Nissan,Leaf,5
2012,,Butte,Electric,Tesla,Model S,2
2012,,Butte,PHEV,Chevrolet,Volt,3
2012,,Butte,PHEV,Toyota,Prius PHEV,8
2012,,Calaveras,Electric,Nissan,Leaf,2
2012,,Calaveras,Electric,Tesla,Model S,1
2012,,Calaveras,PHEV,Chevrolet,Volt,2
2012,,Calaveras,PHEV,Toyota,Prius PHEV,1
2012,,Contra Costa,Electric,BMW,ActiveE,10
2012,,Contra Costa,Electric,Ford,Focus,13
2012,,Contra Costa,Electric,Ford,Transit Connect Electric,2
2012,,Contra Costa,Electric,Honda,Fit EV,6
2012,,Contra Costa,Electric,Mitsubishi,i-MiEV,9
2012,,Contra Costa,Electric,Nissan,Leaf,129
2012,,Contra Costa,Electric,Tesla,Model S,23
2012,,Contra Costa,Electric,Tesla,Roadster,1
2012,,Contra Costa,Electric,Toyota,RAV4 EV,4
2012,,Contra Costa,PHEV,Chevrolet,Volt,198
2012,,Contra Costa,PHEV,Fisker,Karma,11
2012,,Contra Costa,PHEV,Ford,C-MAX Energi,2
2012,,Contra Costa,PHEV,Toyota,Prius PHEV,249
2012,,Del Norte,PHEV,Chevrolet,Volt,2
2012,,Del Norte,PHEV,Toyota,Prius PHEV,1
2012,,El Dorado,Electric,Ford,Focus,5
2012,,El Dorado,Electric,Mitsubishi,i-MiEV,1
2012,,El Dorado,Electric,Nissan,Leaf,12
2012,,El Dorado,Electric,Tesla,Model S,4
2012,,El Dorado,PHEV,Chevrolet,Volt,24
2012,,El Dorado,PHEV,Fisker,Karma,1
2012,,El Dorado,PHEV,Toyota,Prius PHEV,28
2012,,Fresno,Electric,Mitsubishi,i-MiEV,2
2012,,Fresno,Electric,Nissan,Leaf,16
2012,,Fresno,Electric,Tesla,Model S,2
2012,,Fresno,PHEV,Chevrolet,Volt,17
2012,,Fresno,PHEV,Toyota,Prius PHEV,21
2012,,Humboldt,Electric,Nissan,Leaf,7
2012,,Humboldt,Electric,Tesla,Model S,1
2012,,Humboldt,PHEV,Toyota,Prius PHEV,7
2012,,Imperial,Electric,Ford,Transit Connect Electric,1
2012,,Imperial,PHEV,Chevrolet,Volt,3
2012,,Imperial,PHEV,Toyota,Prius PHEV,2
2012,,Inyo,PHEV,Toyota,Prius PHEV,3
2012,,Kern,Electric,BMW,ActiveE,1
2012,,Kern,Electric,Mitsubishi,i-MiEV,5
2012,,Kern,Electric,Nissan,Leaf,14
2012,,Kern,Electric,Tesla,Model S,1
2012,,Kern,Electric,Toyota,RAV4 EV,1
2012,,Kern,PHEV,Chevrolet,Volt,19
2012,,Kern,PHEV,Fisker,Karma,5
2012,,Kern,PHEV,Toyota,Prius PHEV,12
2012,,Kings,Electric,Nissan,Leaf,1
2012,,Kings,PHEV,Chevrolet,Volt,2
2012,,Lake,Electric,Nissan,Leaf,3
2012,,Lake,PHEV,Chevrolet,Volt,1
2012,,Lake,PHEV,Toyota,Prius PHEV,4
2012,,Los Angeles,Electric,BMW,ActiveE,170
2012,,Los Angeles,Electric,Ford,Focus,74
2012,,Los Angeles,Electric,Ford,Transit Connect Electric,23
2012,,Los Angeles,Electric,Honda,Fit EV,16
2012,,Los Angeles,Electric,Mitsubishi,i-MiEV,29
2012,,Los Angeles,Electric,Nissan,Leaf,587
2012,,Los Angeles,Electric,Scion,iQ EV,26
2012,,Los Angeles,Electric,Tesla,Model S,117
2012,,Los Angeles,Electric,Tesla,Roadster,1
2012,,Los Angeles,Electric,Toyota,RAV4 EV,54
2012,,Los Angeles,PHEV,Chevrolet,Volt,1879
2012,,Los Angeles,PHEV,Fisker,Karma,116
2012,,Los Angeles,PHEV,Ford,C-MAX Energi,1
2012,,Los Angeles,PHEV,Toyota,Prius PHEV,1864
2012,,Los Angeles,Hydrogen,Honda,FCX Clarity,5
2012,,Madera,Electric,Nissan,Leaf,4
2012,,Madera,PHEV,Chevrolet,Volt,2
2012,,Madera,PHEV,Toyota,Prius PHEV,2
2012,,Marin,Electric,BMW,ActiveE,7
2012,,Marin,Electric,Ford,Focus,4
2012,,Marin,Electric,Honda,Fit EV,2
2012,,Marin,Electric,Mitsubishi,i-MiEV,5
2012,,Marin,Electric,Nissan,Leaf,56
2012,,Marin,Electric,Tesla,Model S,21
2012,,Marin,Electric,Toyota,RAV4 EV,5
2012,,Marin,PHEV,Chevrolet,Volt,80
2012,,Marin,PHEV,Fisker,Karma,3
2012,,Marin,PHEV,Ford,C-MAX Energi,2
2012,,Marin,PHEV,Toyota,Prius PHEV,114
2012,,Mendocino,Electric,Nissan,Leaf,6
2012,,Mendocino,PHEV,Chevrolet,Volt,2
2012,,Mendocino,PHEV,Ford,C-MAX Energi,1
2012,,Mendocino,PHEV,Toyota,Prius PHEV,5
2012,,Merced,Electric,Nissan,Leaf,3
2012,,Merced,PHEV,Chevrolet,Volt,3
2012,,Merced,PHEV,Toyota,Prius PHEV,6
2012,,Monterey,Electric,BMW,ActiveE,1
2012,,Monterey,Electric,Mitsubishi,i-MiEV,1
2012,,Monterey,Electric,Nissan,Leaf,8
2012,,Monterey,Electric,Tesla,Model S,5
2012,,Monterey,PHEV,Chevrolet,Volt,29
2012,,Monterey,PHEV,Ford,C-MAX Energi,1
2012,,Monterey,PHEV,Toyota,Prius PHEV,27
2012,,Napa,Electric,BMW,ActiveE,2
2012,,Napa,Electric,Nissan,Leaf,7
2012,,Napa,Electric,Tesla,Model S,6
2012,,Napa,PHEV,Chevrolet,Volt,19
2012,,Napa,PHEV,Fisker,Karma,1
2012,,Napa,PHEV,Toyota,Prius PHEV,31
2012,,Nevada,Electric,Ford,Focus,3
2012,,Nevada,Electric,Nissan,Leaf,3
2012,,Nevada,Electric,Tesla,Model S,2
2012,,Nevada,PHEV,Chevrolet,Volt,7
2012,,Nevada,PHEV,Toyota,Prius PHEV,6
2012,,Orange,Electric,BMW,ActiveE,57
2012,,Orange,Electric,Ford,Focus,31
2012,,Orange,Electric,Ford,Transit Connect Electric,1
2012,,Orange,Electric,Honda,Fit EV,14
2012,,Orange,Electric,Mitsubishi,i-MiEV,13
2012,,Orange,Electric,Nissan,Leaf,269
2012,,Orange,Electric,Tesla,Model S,61
2012,,Orange,Electric,Tesla,Roadster,3
2012,,Orange,Electric,Toyota,RAV4 EV,11
2012,,Orange,PHEV,Chevrolet,Volt,733
2012,,Orange,PHEV,Fisker,Karma,77
2012,,Orange,PHEV,Ford,C-MAX Energi,6
2012,,Orange,PHEV,Toyota,Prius PHEV,1226
2012,,Orange,Hydrogen,Honda,FCX Clarity,1
2012,,Out Of State,Electric,BMW,ActiveE,1
2012,,Out Of State,Electric,Ford,Focus,2
2012,,Out Of State,Electric,Mitsubishi,i-MiEV,2
2012,,Out Of State,Electric,Nissan,Leaf,22
2012,,Out Of State,Electric,Tesla,Model S,1
2012,,Out Of State,Electric,Toyota,RAV4 EV,2
2012,,Out Of State,PHEV,Chevrolet,Volt,89
2012,,Out Of State,PHEV,Fisker,Karma,2
2012,,Out Of State,PHEV,Ford,C-MAX Energi,2
2012,,Out Of State,PHEV,Toyota,Prius PHEV,27
2012,,Placer,Electric,BMW,ActiveE,2
2012,,Placer,Electric,Nissan,Leaf,30
2012,,Placer,Electric,Tesla,Model S,6
2012,,Placer,Electric,Toyota,RAV4 EV,4
2012,,Placer,PHEV,Chevrolet,Volt,49
2012,,Placer,PHEV,Fisker,Karma,2
2012,,Placer,PHEV,Toyota,Prius PHEV,38
2012,,Plumas,PHEV,Chevrolet,Volt,2
2012,,Riverside,Electric,BMW,ActiveE,3
2012,,Riverside,Electric,Nissan,Leaf,68
2012,,Riverside,Electric,Tesla,Model S,7
2012,,Riverside,Electric,Toyota,RAV4 EV,1
2012,,Riverside,PHEV,Chevrolet,Volt,201
2012,,Riverside,PHEV,Fisker,Karma,9
2012,,Riverside,PHEV,Ford,C-MAX Energi,1
2012,,Riverside,PHEV,Toyota,Prius PHEV,218
2012,,Sacramento,Electric,BMW,ActiveE,6
2012,,Sacramento,Electric,Ford,Focus,9
2012,,Sacramento,Electric,Mitsubishi,i-MiEV,1
2012,,Sacramento,Electric,Nissan,Leaf,105
2012,,Sacramento,Electric,Tesla,Model S,1
2012,,Sacramento,Electric,Toyota,RAV4 EV,1
2012,,Sacramento,PHEV,Chevrolet,Volt,73
2012,,Sacramento,PHEV,Ford,C-MAX Energi,1
2012,,Sacramento,PHEV,Toyota,Prius PHEV,86
2012,,San Benito,Electric,Tesla,Model S,1
2012,,San Benito,PHEV,Chevrolet,Volt,8
2012,,San Benito,PHEV,Ford,C-MAX Energi,1
2012,,San Benito,PHEV,Toyota,Prius PHEV,7
2012,,San Bernardino,Electric,BMW,ActiveE,2
2012,,San Bernardino,Electric,Ford,Focus,6
2012,,San Bernardino,Electric,Honda,Fit EV,1
2012,,San Bernardino,Electric,Mitsubishi,i-MiEV,2
2012,,San Bernardino,Electric,Nissan,Leaf,68
2012,,San Bernardino,Electric,Tesla,Model S,1
2012,,San Bernardino,Electric,Toyota,RAV4 EV,2
2012,,San Bernardino,PHEV,Chevrolet,Volt,164
2012,,San Bernardino,PHEV,Fisker,Karma,3
2012,,San Bernardino,PHEV,Toyota,Prius PHEV,164
2012,,San Diego,Electric,BMW,ActiveE,34
2012,,San Diego,Electric,Ford,Focus,34
2012,,San Diego,Electric,Honda,Fit EV,6
2012,,San Diego,Electric,Mitsubishi,i-MiEV,8
2012,,San Diego,Electric,Nissan,Leaf,296
2012,,San Diego,Electric,Smart,Fortwo Electric Drive,248
2012,,San Diego,Electric,Tesla,Model S,29
2012,,San Diego,Electric,Tesla,Roadster,2
2012,,San Diego,Electric,Toyota,RAV4 EV,8
2012,,San Diego,PHEV,Chevrolet,Volt,364
2012,,San Diego,PHEV,Fisker,Karma,21
2012,,San Diego,PHEV,Ford,C-MAX Energi,2
2012,,San Diego,PHEV,Toyota,Prius PHEV,337
2012,,San Francisco,Electric,BMW,ActiveE,80
2012,,San Francisco,Electric,Ford,Focus,7
2012,,San Francisco,Electric,Honda,Fit EV,4
2012,,San Francisco,Electric,Mitsubishi,i-MiEV,8
2012,,San Francisco,Electric,Nissan,Leaf,60
2012,,San Francisco,Electric,Tesla,Model S,27
2012,,San Francisco,Electric,Tesla,Roadster,2
2012,,San Francisco,Electric,Toyota,RAV4 EV,5
2012,,San Francisco,PHEV,Chevrolet,Volt,113
2012,,San Francisco,PHEV,Fisker,Karma,9
2012,,San Francisco,PHEV,Ford,C-MAX Energi,3
2012,,San Francisco,PHEV,Toyota,Prius PHEV,120
2012,,San Joaquin,Electric,Ford,Focus,1
2012,,San Joaquin,Electric,Nissan,Leaf,17
2012,,San Joaquin,Electric,Tesla,Model S,1
2012,,San Joaquin,PHEV,Chevrolet,Volt,24
2012,,San Joaquin,PHEV,Fisker,Karma,1
2012,,San Joaquin,PHEV,Toyota,Prius PHEV,20
2012,,San Luis Obispo,Electric,BMW,ActiveE,1
2012,,San Luis Obispo,Electric,Ford,Focus,5
2012,,San Luis Obispo,Electric,Nissan,Leaf,21
2012,,San Luis Obispo,Electric,Tesla,Model S,2
2012,,San Luis Obispo,Electric,Toyota,RAV4 EV,2
2012,,San Luis Obispo,PHEV,Chevrolet,Volt,14
2012,,San Luis Obispo,PHEV,Toyota,Prius PHEV,22
2012,,San Mateo,Electric,BMW,ActiveE,26
2012,,San Mateo,Electric,Ford,Focus,12
2012,,San Mateo,Electric,Honda,Fit EV,4
2012,,San Mateo,Electric,Mitsubishi,i-MiEV,4
2012,,San Mateo,Electric,Nissan,Leaf,159
2012,,San Mateo,Electric,Tesla,Model S,82
2012,,San Mateo,Electric,Toyota,RAV4 EV,10
2012,,San Mateo,PHEV,Chevrolet,Volt,196
2012,,San Mateo,PHEV,Fisker,Karma,18
2012,,San Mateo,PHEV,Ford,C-MAX Energi,2
2012,,San Mateo,PHEV,Toyota,Prius PHEV,176
2012,,Santa Barbara,Electric,BMW,ActiveE,2
2012,,Santa Barbara,Electric,Ford,Focus,3
2012,,Santa Barbara,Electric,Ford,Transit Connect Electric,1
2012,,Santa Barbara,Electric,Nissan,Leaf,30
2012,,Santa Barbara,Electric,Tesla,Model S,4
2012,,Santa Barbara,Electric,Toyota,RAV4 EV,3
2012,,Santa Barbara,PHEV,Chevrolet,Volt,39
2012,,Santa Barbara,PHEV,Fisker,Karma,7
2012,,Santa Barbara,PHEV,Toyota,Prius PHEV,28
2012,,Santa Clara,Electric,BMW,ActiveE,37
2012,,Santa Clara,Electric,Ford,Focus,67
2012,,Santa Clara,Electric,Ford,Transit Connect Electric,7
2012,,Santa Clara,Electric,Honda,Fit EV,4
2012,,Santa Clara,Electric,Mitsubishi,i-MiEV,27
2012,,Santa Clara,Electric,Nissan,Leaf,553
2012,,Santa Clara,Electric,Tesla,Model S,160
2012,,Santa Clara,Electric,Tesla,Roadster,3
2012,,Santa Clara,Electric,Toyota,RAV4 EV,12
2012,,Santa Clara,PHEV,Chevrolet,Volt,757
2012,,Santa Clara,PHEV,Fisker,Karma,26
2012,,Santa Clara,PHEV,Ford,C-MAX Energi,3
2012,,Santa Clara,PHEV,Toyota,Prius PHEV,755
2012,,Santa Cruz,Electric,BMW,ActiveE,5
2012,,Santa Cruz,Electric,Ford,Focus,3
2012,,Santa Cruz,Electric,Honda,Fit EV,1
2012,,Santa Cruz,Electric,Mitsubishi,i-MiEV,2
2012,,Santa Cruz,Electric,Nissan,Leaf,33
2012,,Santa Cruz,Electric,Tesla,Model S,3
2012,,Santa Cruz,Electric,Toyota,RAV4 EV,2
2012,,Santa Cruz,PHEV,Chevrolet,Volt,45
2012,,Santa Cruz,PHEV,Ford,C-MAX Energi,4
2012,,Santa Cruz,PHEV,Toyota,Prius PHEV,55
2012,,Shasta,Electric,Ford,Focus,1
2012,,Shasta,Electric,Mitsubishi,i-MiEV,1
2012,,Shasta,Electric,Nissan,Leaf,9
2012,,Shasta,PHEV,Chevrolet,Volt,6
2012,,Shasta,PHEV,Toyota,Prius PHEV,4
2012,,Siskiyou,Electric,Ford,Focus,2
2012,,Siskiyou,PHEV,Chevrolet,Volt,2
2012,,Siskiyou,PHEV,Fisker,Karma,2
2012,,Siskiyou,PHEV,Toyota,Prius PHEV,1
2012,,Solano,Electric,BMW,ActiveE,1
2012,,Solano,Electric,Ford,Focus,1
2012,,Solano,Electric,Nissan,Leaf,14
2012,,Solano,PHEV,Chevrolet,Volt,55
2012,,Solano,PHEV,Fisker,Karma,1
2012,,Solano,PHEV,Ford,C-MAX Energi,1
2012,,Solano,PHEV,Toyota,Prius PHEV,50
2012,,Sonoma,Electric,BMW,ActiveE,2
2012,,Sonoma,Electric,Ford,Transit Connect Electric,3
2012,,Sonoma,Electric,Honda,Fit EV,5
2012,,Sonoma,Electric,Mitsubishi,i-MiEV,3
2012,,Sonoma,Electric,Nissan,Leaf,65
2012,,Sonoma,Electric,Tesla,Model S,4
2012,,Sonoma,Electric,Toyota,RAV4 EV,4
2012,,Sonoma,PHEV,Chevrolet,Volt,74
2012,,Sonoma,PHEV,Fisker,Karma,1
2012,,Sonoma,PHEV,Toyota,Prius PHEV,72
2012,,Stanislaus,Electric,Nissan,Leaf,5
2012,,Stanislaus,Electric,Tesla,Model S,1
2012,,Stanislaus,PHEV,Chevrolet,Volt,12
2012,,Stanislaus,PHEV,Toyota,Prius PHEV,10
2012,,Sutter,PHEV,Chevrolet,Volt,3
2012,,Sutter,PHEV,Toyota,Prius PHEV,2
2012,,Tehama,Electric,Nissan,Leaf,2
2012,,Tehama,PHEV,Chevrolet,Volt,1
2012,,Tehama,PHEV,Toyota,Prius PHEV,1
2012,,Trinity,Electric,Nissan,Leaf,1
2012,,Tulare,Electric,Nissan,Leaf,11
2012,,Tulare,Electric,Tesla,Model S,3
2012,,Tulare,PHEV,Chevrolet,Volt,3
2012,,Tulare,PHEV,Toyota,Prius PHEV,12
2012,,Tuolumne,Electric,Nissan,Leaf,1
